,0,1,wc
581190,3562689592678543115,1694933019478443589,295
581193,2343098718151465979,1694942567139305826,3
581202,9152771809328802003,1694950729131456438,101
581206,3599687924108099631,1694950729131456438,38
581207,6671973640123106389,1694950729131456438,39
581212,6675618434640843386,169495872926322912,0
581213,101433730454153140,169495872926322912,0
581214,4780258204595390605,169495872926322912,0
581216,8663246662528731660,169495872926322912,41
581217,3397929428775318522,169495872926322912,14
581220,1113543472022572963,169495872926322912,0
581242,2598020457503354348,1694994498947313326,13
581246,222273403484951556,1694994498947313326,0
581254,915746326024047057,1695009407250670595,4
581258,5152816124537991843,1695009407250670595,5
581271,3988430001983879659,1695038000934670070,76
581272,593414024341864533,1695038000934670070,50
581280,4132797170629736275,1695038000934670070,39
581285,1571725013133174984,1695038137264481417,186
581300,2524475606300031115,1695051297220089611,2660
581301,6526497995837240123,1695051297220089611,3476
581303,2873570669475923977,1695051297220089611,1133
581310,6282797546140640850,1695062262364291158,2
581313,7484465037567998193,1695062262364291158,0
581315,5698854727800619016,1695062262364291158,0
581329,9025316064094060467,1695072697216923096,370
581331,8367907675653140002,1695072697216923096,220
581332,4078359078298617817,1695072697216923096,324
581333,9138771402810663006,1695072697216923096,456
581334,3921538655153578269,1695072697216923096,265
581337,7425637843913147453,1695072697216923096,408
581340,5970139466763532982,1695083323150294046,738
581341,8267617116022560744,1695083323150294046,170
581345,7147043508110285920,1695083323150294046,0
581346,2512004914280522247,1695085523189407414,36
581347,2558295493347095735,1695085523189407414,11
581348,5139636412672716424,1695085523189407414,22
581349,3479121324821691188,1695085523189407414,22
581350,419662203881010,1695085523189407414,39
581352,6594551113255603283,1695085523189407414,9
581353,5881010383892723092,1695085523189407414,4
581354,2817370527854707441,1695085523189407414,9
581355,8058199640476675845,1695085523189407414,2
581356,1957352139728900009,1695085641714608487,208
581369,7566526446391684625,1695086149468154522,217
581376,2617616809067657132,1695086555629669648,41
581377,7198700724895140812,1695086555629669648,47
581378,8800984401173707283,1695086555629669648,37
581379,900973007474292414,1695086555629669648,30
581381,4380798098476940661,1695086555629669648,36
581382,161901770964064533,1695086555629669648,15
581383,1321403054296718907,1695086555629669648,101
581384,1793254712267302267,1695086555629669648,44
581385,8752896366709374990,1695086555629669648,39
581387,1571068210216780491,1695094757466172811,70
581390,1617632058702815553,1695094757466172811,79
581391,2692733692351789662,1695094757466172811,59
581393,4525902334678335722,1695098135659494348,8
581394,2043436251415306052,1695098135659494348,6
581395,6173484078418730814,1695098135659494348,6
581396,542571317406224392,1695110826613637579,302
581399,6337573958485808884,1695110826613637579,249
581408,5150715117557141599,1695117665823765730,26
581409,7460584905130513841,1695117665823765730,27
581427,1928702591966019425,1695137148383452487,220
581428,8374306404535454324,1695137148383452487,140
581429,4104424271780598249,1695137148383452487,198
581431,5937794471162864013,1695137148383452487,187
581435,62907861566774011,1695157121465905002,10
581440,5844092696872648291,1695157121465905002,5
581443,6254680374601535391,1695157121465905002,453
581454,8594446764965706962,1695182026269406502,2021
581461,4748041690229649940,1695182026269406502,1454
581474,8076831929145959402,16951923724731737,27
581475,2867267882851088668,16951923724731737,108
581478,3374786485489193363,16951923724731737,59
581485,6780327697554859425,1695192375987104563,41
581500,3997607642915985045,1695213599586235038,122
581504,540402965549762262,1695213599586235038,556
581506,6992583034265380043,1695213599586235038,291
581507,5571125736925592636,1695213599586235038,133
581509,1940518227038641832,1695213599586235038,462
581511,4821437942711501063,1695214593721154821,400
581512,2132625773387664414,1695214593721154821,109
581514,8926098697665031234,1695214593721154821,216
581515,933434463766057959,1695214593721154821,135
581516,2475401377863430648,1695214593721154821,291
581519,105409971018331487,1695214593721154821,297
581564,4833020406770146371,1695280346496496361,333
581566,8743772070451705411,1695280346496496361,223
581568,4929610529818818304,1695280346496496361,359
581570,5105080072560692159,1695280346496496361,371
581572,9180602455536485257,1695286169154200328,56
581573,3692128340210865492,1695286169154200328,0
581574,847581049504152451,1695286169154200328,151
581575,3964884259385133636,1695286169154200328,256
581576,7311385090742200165,1695286169154200328,0
581578,2813026740604266253,1695286169154200328,2
581587,8606777758209619031,1695289089611520844,336
581588,6651458045997007939,1695289089611520844,293
581604,5903090548221624006,1695304952455316768,59
581605,8818537211422722464,1695304952455316768,51
581606,8576359249660914765,1695304952455316768,44
581609,6980512552395161097,1695304952455316768,108
581610,525994125724614135,1695304952455316768,92
581618,6147754449342312638,1695317934643869145,99
581640,7335812599803490152,1695332531154620411,27
581641,3960906885781668407,1695332531154620411,351
581642,6209799158682099757,1695332531154620411,90
581643,4599552657799783425,1695332531154620411,72
581645,8368746235821054203,1695332531154620411,72
581646,2942042380061788289,1695332531154620411,24
581648,243226790945682767,1695332531154620411,49
581649,7747445687378911772,1695332531154620411,10
581670,8604771483792231578,1695356118052638518,47
581671,2445330289315868713,1695356118052638518,21
581675,8215334212404743530,1695356118052638518,28
581685,8612941800282293752,1695366770189150241,169
581697,3075703968214041983,1695381831626152093,46
581698,3486433087930707935,1695381831626152093,209
581699,922019809612132376,1695381831626152093,51
581705,8460562032779076633,1695381831626152093,70
581706,4580271135316605680,1695381831626152093,234
581707,7621472729573786670,1695400100933556708,0
581712,9051233461929650239,1695400100933556708,0
581715,7061212821987128135,1695400100933556708,0
581716,6938826750500730655,1695400100933556708,0
581720,5394641636415782327,1695435081029535373,699
581722,7119217213566779063,1695435081029535373,302
581725,4282357653109699791,1695435081029535373,631
581726,3516739275334251792,1695480861902788050,187
581727,5523391793012836397,1695480861902788050,1513
581730,4559222926174817699,1695480861902788050,356
581731,8542921267717161829,1695480861902788050,250
581732,420700618142593274,1695480861902788050,1261
581735,5946533731591195098,1695480861902788050,1172
581736,1327980630297799767,1695483312718129452,447
581738,2609960931640698168,1695483312718129452,146
581740,6435706769788690135,1695483312718129452,395
581741,1853082479357097767,1695483312718129452,325
581744,4315854577202617760,1695483312718129452,117
581745,9215501719001582896,1695483312718129452,152
581754,3847043876014139230,1695497264981112139,0
581756,4863264709412207121,1695512122812289111,194
581757,4006631445039737076,1695512122812289111,302
581758,5513326846098172607,1695512122812289111,299
581759,1899375821109600092,1695512122812289111,224
581760,4069742700216580397,1695512122812289111,190
581761,1310811413762125889,1695512122812289111,264
581762,2435318883845954532,1695512122812289111,192
581763,8506531451219897586,1695512122812289111,169
581764,1151737316016272550,1695512122812289111,304
581769,7545712647164720251,1695515380266871709,43
581795,6609532089567798320,1695529376370640569,86
581834,8141544615810472756,1695625038445316108,0
581835,2793367297189198869,1695625038445316108,0
581836,6452476583256545837,1695625038445316108,0
581838,9021218511640561955,1695625038445316108,0
581840,8035270459338188732,1695625038445316108,0
581842,4326246582392029332,1695625038445316108,0
581853,679718855292254311,1695663921726376266,1395
581854,5766597198508334213,1695663921726376266,85
581862,1439195489463192508,1695663921726376266,992
581863,6714999162442970109,1695668114443014246,115
581864,6712312348018930814,1695668114443014246,141
581865,7899710490599504226,1695668114443014246,128
581869,5324617294056985144,1695668114443014246,119
581870,3168645138960202211,1695668114443014246,270
581874,5407127466455028372,1695689393974973388,10
581882,3876945589007845519,1695691966365774495,242
581884,5292290452879152549,1695691966365774495,70
581886,1980798461259814257,1695691966365774495,99
581890,3808387192413324710,1695691966365774495,205
581901,4652443195119022596,169572144411880064,36
581903,7496240872806768091,169572144411880064,23
581904,7758239063466564372,169572144411880064,34
581905,2391722679727158272,169572144411880064,26
581906,6017996166544513957,169572144411880064,25
581907,458294631516568894,169572144411880064,19
581908,5287095866990277504,169572144411880064,19
581909,3074162893455544945,169572144411880064,36
581914,237772890365645723,1695737664259209802,30
581917,1242215272166265886,1695737664259209802,65
581924,4663121470935188006,1695739682783859039,72
581927,282835833353924153,1695739682783859039,103
581939,8868248846602523713,1695741233294955896,3
581944,6233107361563408046,1695750100546328761,71
581946,3726537712828022477,1695750100546328761,43
581998,4975146145642531002,1695859022422652896,2
581999,768488842728721670,1695859022422652896,1
582010,8426806939594550952,1695885490544804109,321
582020,4448980172792947562,1695908346728995834,190
582021,317188848078328141,1695908346728995834,372
582022,2473847395735612312,1695908346728995834,264
582028,2909244002392540025,1695908346728995834,262
582037,7991660489177954080,1695911757701709760,162
582059,5599407835041307517,16959131312105990,14
582061,8858261547115014279,16959131312105990,100
582063,7440415594382796207,16959131312105990,33
582064,874735898654327656,16959131312105990,21
582065,2713123483037945223,16959131312105990,44
582067,6940063000557797089,16959131312105990,111
582081,4617478631066936020,1695931632590833761,200
582082,5499147284436630465,1695931632590833761,132
582083,6226484895955058404,1695931632590833761,140
582085,8483312396885040063,1695931632590833761,141
582092,8497421411380642974,1695954779862074981,3
582097,2727744629430385150,1695954779862074981,568
582103,9030628611878476482,1695971452685164098,271
582108,2588646563810558898,1695971452685164098,290
582126,1734405954926325265,1695997773088166201,152
582128,1660322474465449394,1695997773088166201,0
582132,3453064286217115355,1695997773088166201,83
582134,3593080427766021274,1695997773088166201,14
582135,3855454927650799822,1695998259315579092,2237
582137,1014220605158843824,1695998259315579092,1976
582138,3413445241403834305,1695998259315579092,195
582142,4731189429345944871,1695998259315579092,118
582143,2558997231277011837,1695998259315579092,2127
582145,8040585856728624914,1696004418366674081,301
582146,3428235750604473977,1696004418366674081,98
582147,1318893481902144059,1696004418366674081,46
582148,4486845864769360082,1696004418366674081,86
582150,8310362753395888879,1696004418366674081,120
582151,2310935415281551356,1696004418366674081,352
582152,6817281726190319345,1696004418366674081,41
582154,5136118193641172077,1696004418366674081,229
582155,8454234646166877910,1696007858673477412,54
582156,2850415618877818460,1696007858673477412,220
582163,6121331938257927021,1696007858673477412,227
582164,1948150684917854018,1696007858673477412,81
582168,1067368990616566673,1696018084019376088,325
582172,5351848382207965326,1696018084019376088,264
582174,8057189804447966841,1696018084019376088,489
582213,4765862537141297605,1696090257027898106,917
582217,8032090269519804059,1696090809938225616,191
582238,7690739882733352678,1696118247503757647,15
582254,739655905708600849,1696128788893615077,81
582265,2898519696270253174,169613791927421263,1573
582269,2622343730717892314,169613791927421263,1937
582285,7533845530889662594,169614343432291690,224
582286,2241633669291916894,169614343432291690,104
582291,8057081903383607462,169614343432291690,115
582310,1818634563332094761,1696191646887516818,88
582320,2278253020407216866,1696228397209223730,2
582321,2268709294604266995,1696228397209223730,2
582322,8291054760927913053,1696228397209223730,2
582323,4999893063751642072,1696228397209223730,2
582324,8834246861740209062,1696228397209223730,3
582325,1947223127575691050,1696228397209223730,2
582326,2312535568472578249,1696228397209223730,2
582327,5248402270951917731,1696228397209223730,2
582328,4919555182802163669,1696228397209223730,2
582329,3474759362706856983,1696228397209223730,2
582330,5466992440253786875,1696253507860543248,399
582331,3733511406389971512,1696253507860543248,585
582333,6326121828874024164,1696253507860543248,210
582334,2265569526208854217,1696253507860543248,263
582336,6184815121525732562,1696253507860543248,623
582337,7046877663184801915,1696253507860543248,914
582338,5525303377956656119,1696253507860543248,355
582339,682902955037752075,1696253507860543248,711
582352,6260984075484489140,1696276164327521254,167
582354,3899764632919998730,1696276164327521254,165
582363,278839043281296073,1696278567761832465,202
582367,2087317931115531039,1696278567761832465,226
582370,4667284186328729882,1696279740732225113,494
582372,487918456527351633,1696279740732225113,694
582374,8057428484136405083,1696279740732225113,192
582376,8953460807599534638,1696279740732225113,218
582377,8886361624549174881,1696279740732225113,791
582379,8469847116410400127,1696279740732225113,271
582383,7292924603313391026,1696287238613482163,89
582388,2164627231417977166,1696292307973413139,295
582389,7983117575569175043,1696292307973413139,442
582390,6360379387280415790,1696292307973413139,314
582391,2979252790078997908,1696292307973413139,490
582392,1751246400265444440,1696292307973413139,641
582402,1268054313820774140,1696306015727804819,735
582404,4267071692188833235,1696306015727804819,542
582409,511734966802018140,1696313174666940069,31
582413,2497994641729707996,1696313174666940069,28
582414,199273268282323212,1696313174666940069,25
582416,5944101398200536058,1696313174666940069,25
582418,6887676623428814627,1696317858751744409,48
582419,5320583226199924667,1696317858751744409,110
582420,7629085615987438107,1696317858751744409,12
582421,5072043325650698889,1696317858751744409,21
582422,7019267579058359565,1696317858751744409,61
582423,2325935963112233102,1696317858751744409,19
582436,5517796662050590484,169636163053882726,82
582437,4199614493938597718,169636163053882726,147
582452,3686166283024669189,1696369848323386055,0
582454,6006445042187918004,1696379185590637345,66
582459,6284458623672178534,1696379185590637345,115
582461,743011563081308038,1696379185590637345,150
582477,4346665874450699192,1696397415357502298,9
582478,3908190743919956547,1696397415357502298,52
582479,6341774088916315136,1696397415357502298,282
582487,2899711190647628781,169640998743984781,305
582488,5729318098599234416,169640998743984781,331
582494,6165574370401802361,169640998743984781,25
582499,3385104035157004216,1696436309546379309,234
582502,1984681130017145250,1696436309546379309,250
582504,5879707627165073057,1696436309546379309,581
582525,9178221162124746820,1696450020764773427,0
582526,5894793662610517069,1696450020764773427,0
582528,284450481287702415,1696450020764773427,0
582541,7450302803761084447,1696454710548632541,409
582549,3752770840126669642,1696463253666316278,177
582552,988822301895166271,1696463253666316278,50
582554,4309186476724831360,1696463894175371704,66
582556,7488439095149999066,1696463894175371704,73
582557,7590397475556027812,1696463894175371704,110
582558,6823262264742385673,1696463894175371704,40
582560,9072449047177972795,1696463894175371704,186
582561,726027400593068142,1696463894175371704,20
582564,1148046075476028654,1696466180597483906,249
582565,5300229911627299474,1696466180597483906,241
582568,7317096921110153180,1696466180597483906,2103
582569,6274844287112555750,1696466180597483906,2007
582593,1437046563026799733,1696529198967743562,21
582594,2080508487372507930,1696529198967743562,7
582595,3179472758804146559,1696529198967743562,16
582596,3387680175619226682,1696529198967743562,6
582597,7326733879691552084,1696529198967743562,35
582598,6495643622935426891,1696529198967743562,27
582600,3089960661859969532,1696529198967743562,15
582602,8069751604423580836,1696572294638716086,322
582604,6433363020946429077,1696572294638716086,537
582606,6504939434683619396,1696572294638716086,781
582613,3276767989551254614,1696607686004506521,18
582621,7892638742242549291,1696613979825102004,12
582622,2348322344747237437,1696613979825102004,65
582623,6339293109538246394,1696613979825102004,171
582624,6767496993482701094,1696613979825102004,74
582626,3324642110291583111,1696613979825102004,14
582627,2530256387760997206,1696613979825102004,61
582629,7433090210544470409,1696613979825102004,76
582630,8100962118417978057,1696613979825102004,267
582651,1002451782070474852,16966572,0
582652,4092095341880338005,16966572,29
582654,3965494043436330083,16966572,0
582655,7737771240338125309,16966572,0
582657,6757090497765863248,16966572,384
582658,6685686646601047655,16966572,368
582659,8857721139391996921,16966572,29
582660,5492911255709901103,16966572,151
582661,2412511651354371845,1696687291428977824,181
582662,1006037982178068291,1696687291428977824,730
582665,275333275896140366,1696687291428977824,369
582667,7296162425565407138,1696687291428977824,553
582669,5157925448956598336,1696687291428977824,400
582674,257974155290879037,1696691054113153673,124
582675,6819383372119098689,1696691054113153673,287
582677,7371130551919800343,16966926,295
582680,2541926060334627047,16966926,2928
582682,3045845754091717543,16966926,410
582688,3223230499275439904,1696707162066579684,284
582689,862441507943795208,1696707162066579684,24
582707,1425488318742040463,1696741661347824454,80
582709,94718079390979624,1696741661347824454,371
582710,648996198558119332,1696741661347824454,94
582711,1305925788774378988,1696741661347824454,77
582712,6433972804378271740,1696741661347824454,105
582718,8122926881253870723,1696745164469307611,683
582720,2985723303459430733,1696745164469307611,157
582722,2918812009223528722,1696752051274525080,41
582723,4088221054634597907,1696752051274525080,17
582724,9114892175457666949,1696752051274525080,5
582725,5192831420016587061,1696752051274525080,20
582727,3046710701875547737,1696752051274525080,33
582728,852197303409975112,1696752051274525080,8
582729,8331960331958633367,1696752051274525080,10
582731,1131157067421833579,1696752051274525080,32
582741,6058813838198886285,1696798947740224046,322
582744,7227625306915156150,169683786447848320,207
582745,3405108382458853732,169683786447848320,204
582747,1032043018332932481,169683786447848320,6
582752,2376495319263473262,1696847076034976645,91
582755,9115164459854033051,1696847076034976645,179
582759,5770265382613788918,1696847076034976645,1
582760,2284554726577278349,1696880259586169600,3116
582761,4548554656676573767,1696880259586169600,0
582797,1835755870160379126,1696932244241951170,141
582800,1259499720095569994,1696932244241951170,286
582810,2037163790163929233,1696957940077708012,301
582820,6077704195542646369,1696973609571762742,692
582828,5079403988734452368,1696982910764831276,0
582851,4606411827117057839,1697022274729611488,197
582855,8867328814474181303,1697027634819607099,246
582869,1745318500133015575,1697032164198759471,660
582875,6505042969635572119,1697035153581680620,98
582878,6354455014252270924,1697035153581680620,6
582902,8265185536284751957,1697053382552776756,70
582904,3883872796168334168,1697053382552776756,149
582906,4129301793015273177,1697053382552776756,143
582908,1365748095429011883,1697053382552776756,72
582925,3065279226648772401,1697088411564026308,595
582926,5810690346027464500,1697088411564026308,356
582927,4060116259933592367,1697088411564026308,1043
582931,7340557217331680581,1697119310162340517,263
582933,9208167803519294549,1697119310162340517,508
582938,7163528551888524461,1697119310162340517,697
582943,349842518950846176,1697142987279673416,430
582951,2272978614599959070,1697146564864632837,225
582953,6660652825471389863,1697146564864632837,174
582958,563331478985586091,1697146564864632837,161
582973,2492263038211806180,1697152476709200910,139
582984,1923960351285312013,1697156558855059993,51
582985,1665534469168287285,1697156558855059993,263
582986,5756289686191831394,1697156558855059993,136
582987,6261242542895826381,1697156558855059993,130
582988,1061902112847681940,1697156558855059993,81
582990,7266113293578043763,1697156558855059993,141
582991,3321415335365647345,1697156558855059993,82
583012,2900796559311998105,1697185085931201533,9
583013,3527816055964702469,1697185085931201533,8
583014,2634194675986438557,1697185085931201533,3
583015,3850762876611203997,1697185085931201533,8
583016,5233086678221571152,1697185085931201533,9
583017,7661751109436798541,1697185085931201533,5
583044,7498147385867042829,1697208341988509420,853
583048,5979370441533206006,1697208341988509420,884
583055,4860356129097537035,1697216287138949499,195
583056,643683585427607236,1697216287138949499,59
583058,8175274419926566849,1697216287138949499,523
583059,2156326303191223883,169721797330934846,25
583060,9155686028252847614,169721797330934846,27
583061,2635676001456801842,169721797330934846,41
583063,3470102353261231469,169721797330934846,27
583065,6797143634984605945,169721797330934846,120
583067,8060665122428367448,169721797330934846,25
583069,4617125707095442809,1697229762520470973,1595
583070,9166820578075228759,1697229762520470973,410
583071,9195084775791862026,1697229762520470973,139
583072,697501911763760363,1697229762520470973,165
583073,7088812911023746333,1697229762520470973,1070
583074,3598083243941554835,1697229762520470973,323
583075,970181733005757217,1697229762520470973,356
583076,6641350390029995448,1697229762520470973,239
583077,5711385685555040504,1697229762520470973,267
583078,6922305408206343297,1697229762520470973,640
583085,7287329718402717128,1697238327576645909,22
583087,4040621352040478359,1697238327576645909,47
583100,3435175718295563711,1697247696607014501,0
583101,5772726507617977378,1697247696607014501,90
583104,669760362460941607,1697247696607014501,58
583105,1558172934818955062,1697247696607014501,0
583106,5347473217451798926,1697247696607014501,75
583118,2644589533169468728,1697264361649049132,686
583121,7558370368095788687,1697264361649049132,458
583123,1426362205332479473,1697264361649049132,372
583125,5846030988184652387,1697264361649049132,565
583126,4468071045762306207,1697264361649049132,958
583143,4598113220237939334,1697269435824866766,0
583145,2065265429537738193,1697269435824866766,360
583148,4717739728032420531,1697281410198319850,214
583150,6821815983749825267,1697281410198319850,306
583152,7997337461854613959,1697281410198319850,252
583154,6656048156495061875,1697281410198319850,86
583155,1413987692032832028,1697281410198319850,70
583156,6495530262392851221,1697281410198319850,149
583160,3750368441991477403,1697286647867531774,0
583166,2177281934648602940,1697286647867531774,164
583167,6476642590611434964,1697286647867531774,65
583206,1979740161012339967,1697345254311852252,335
583207,3677259578473087068,1697345254311852252,508
583209,7900445984479043689,1697345254311852252,121
583211,3452021551578561440,1697345254311852252,141
583212,1698081053906596036,1697345254311852252,115
583213,1588149191794181440,1697345254311852252,365
583217,2456031530697760395,1697350398172272830,0
583229,1717615406269786590,1697352985941673007,37
583244,1153264467063388988,1697392344926108570,335
583246,1590786212357713377,1697392344926108570,426
583252,411423266471235741,1697392344926108570,620
583254,17952966212359857,1697394712567026280,0
583260,2717282003728545435,1697394712567026280,10
583271,2783125724502077605,1697398539901488308,777
583272,271276308867598467,1697398539901488308,596
583273,1220997206170366723,1697398539901488308,346
583274,1263347309921785847,1697398539901488308,346
583275,8839430190301221257,1697398539901488308,479
583276,6487601165235046035,1697398539901488308,639
583277,1108035362861073336,1697398539901488308,176
583278,2266074337156800247,1697398539901488308,494
583279,186259046849060925,1697398539901488308,822
583280,5859888509589541497,1697398539901488308,213
583287,5211022957514558224,1697432766980299346,0
583305,5116901989583959612,16974445,857
583306,4762137370681711887,16974445,74
583310,3255911650940494378,1697445883776696382,124
583316,4931762177913621554,1697445883776696382,94
583318,6500639660029225132,1697445883776696382,97
583360,4372975874413615590,169757596269667938,243
583361,7856986435539783256,169757596269667938,1427
583363,7810402813506229541,169757596269667938,222
583364,4420427570106433985,169757596269667938,513
583368,4991028950677367975,169757596269667938,193
583379,6034002303425294441,1697633091322088919,0
583404,3596236655632978003,1697652256852767793,69
583429,3165667701858683453,169772366224066955,11
583433,5842133186535302198,169772366224066955,0
583435,3808921664221126987,169772366224066955,7
583436,8359810859214639754,169772366224066955,85
583438,7646528989891375853,169772366224066955,416
583440,7806917533816191063,1697740482699523716,48
583443,5299017671871934951,1697740482699523716,122
583444,3650004249214370208,1697740482699523716,24
583446,7204512629227326788,1697740482699523716,93
583447,8212272700837681255,1697740482699523716,56
583448,4855567076658562533,1697740482699523716,84
583465,2454857582203061582,1697747403279064405,220
583470,4221363027216627823,169776528412662249,238
583475,3006077118546304573,169776528412662249,156
583480,6450702206609630331,169777261109361868,67
583482,4709368347685056354,169777261109361868,5
583483,3462122632135578147,169777261109361868,4
583484,7969886269312099787,169777261109361868,60
583499,4248784916246364847,1697797352190788718,28
583500,1646997914715888797,1697797352190788718,184
583503,3659813750924410481,1697797352190788718,29
583511,7568469949409903660,1697824923538402323,0
583514,4837431149085514036,1697824923538402323,0
583517,2290323291035699548,1697836428705442697,299
583519,2695236258993768333,1697836428705442697,60
583520,303110627435605722,1697836428705442697,72
583521,227484436629622798,1697836428705442697,38
583523,563243226654637163,1697836428705442697,227
583524,533425289045263847,1697836428705442697,42
583525,6733292879370354108,1697836428705442697,122
583526,4351343138641309641,1697836428705442697,146
583567,109001113455779571,1697870465777072245,0
583569,3198302315515349322,1697872627784539193,101
583570,1263724793225885320,1697872627784539193,0
583577,3852569774029172575,1697886851532106111,31
583578,6791589590002056696,1697886851532106111,24
583579,4945931039080266809,1697886851532106111,34
583580,8881406483087481805,1697886851532106111,150
583581,3966032228048902552,1697886851532106111,27
583582,7250425446284787207,1697886851532106111,10
583583,6942399643889283058,1697886851532106111,117
583584,1207022013648756298,1697886851532106111,68
583610,455532870401770467,1697895184054955226,19
583622,8211888370137243229,1697895881042952895,103
583630,4036119282869888602,1697897267926286151,74
583634,4191052740359263319,1697897267926286151,104
583637,4080568880360720820,1697897267926286151,160
583638,6819352217555832780,1697901826520394510,19
583642,8744962005728064894,1697901826520394510,71
583644,6583830578027772475,1697901826520394510,65
583645,784092162969467744,1697901826520394510,85
583647,1589155746418225160,1697901826520394510,30
583659,4739936811363618648,1697927818995882470,82
583663,4875067939064762185,1697927818995882470,93
583669,1035559590069033400,1697932156848711454,0
583670,5447132512354098437,1697932156848711454,11
583671,2684698575274682452,1697932156848711454,0
583674,887921109354002185,1697932156848711454,4
583675,8620675753243723624,1697932156848711454,0
583679,1438650096446161716,1697937248658557683,0
583681,1112448421254738734,1697937248658557683,182
583683,5947252824074117266,1697937248658557683,0
583688,5707529867617047136,1697945960807172566,3
583689,2350299783900528496,1697945960807172566,3
583690,1097208141551165735,1697945960807172566,3
583691,8409424798150362862,1697945960807172566,3
583692,8566479909519902457,1697945960807172566,1
583693,6088871513728988166,1697945960807172566,3
583694,1082253451829575586,1697945960807172566,3
583695,3708818302893594133,1697945960807172566,3
583696,5145601671471527871,1697945960807172566,3
583697,7209791896680880737,1697945960807172566,3
583705,1144115295063459047,16979487,1071
583731,578941185844783596,1697968394851779837,149
583741,2682785402387358204,1697972948892939100,777
583745,5839160208486849183,1697972948892939100,474
583750,6469753524437976227,1697991257945400402,476
583757,896659020442062125,1697991257945400402,1139
583759,2070806569015105214,169799941077835990,0
583761,4865053914942636007,169799941077835990,0
583762,3902931788630147925,169799941077835990,0
583764,2971298811661662959,169799941077835990,7
583766,9142276173501471802,169799941077835990,0
583772,6732662059480875209,1698032644862750878,1134
583773,2170374237765329639,1698032644862750878,676
583774,3045064760138082112,1698032644862750878,331
583775,2550022194025503532,1698032644862750878,580
583776,9133995007927239626,1698032644862750878,353
583778,3972131680272219530,1698032644862750878,239
583779,1190556732701362317,1698032644862750878,701
583780,2658909050066562639,1698032644862750878,96
583791,2678656356280774377,1698052215710020146,53
583792,9214875898483803851,1698052215710020146,96
583793,7514093708034257762,1698052215710020146,5
583794,7046904163264953411,1698052215710020146,26
583795,1841652242798761277,1698052215710020146,5
583796,8762140647357612741,1698052215710020146,5
583797,3719075099695889093,1698052215710020146,1
583800,2901556401546021859,1698052215710020146,15
583813,1017870072635569747,1698063718334270363,0
583814,4339464595609011370,1698063718334270363,0
583815,2227099489046906997,1698063718334270363,0
583816,3137198664752035234,1698063718334270363,0
583817,5635569205550285921,1698063718334270363,0
583819,5834053317568897084,1698063718334270363,0
583820,5127570292677049063,1698063718334270363,0
583831,552406413334119654,1698085159846360,131
583835,2924300701696928051,1698085159846360,82
583837,6259599705175670593,1698085159846360,92
583839,2350397752616457368,1698085159846360,246
583842,3170221460282029218,1698105754052154624,0
583843,4019058923067466781,1698105754052154624,0
583845,4417398828280241406,1698105754052154624,0
583846,7775241694385569515,1698105754052154624,47
583849,680051645973564378,1698105754052154624,0
583852,7192252949426832768,1698114757166561801,137
583853,9049972215301245134,1698114757166561801,2555
583855,5262590735176027778,1698114757166561801,8
583856,7501094418042598281,1698114757166561801,332
583862,3737126962524707437,16981152,608
583868,148785667062370536,1698144194138091884,74
583870,3316166157064376388,1698144194138091884,773
583872,5686672680537634013,1698144194138091884,62
583875,4054179445714703810,1698144194138091884,12
583896,1613253601390683082,169818232183267805,28
583898,3412906039440190881,169818232183267805,152
583901,1974063056215345159,169818232183267805,20
583902,8878023102555313612,169818232183267805,107
583905,7898285895460981795,169818232183267805,437
583916,4092041002839086097,1698195604127302309,247
583918,4374097804064481953,1698195604127302309,266
583920,176893744045714075,1698195604127302309,8
583923,2604195740871989214,1698195604127302309,243
583924,8907188358963100478,1698195604127302309,261
583925,7239871723106603080,169820501701912953,160
583927,6849935153820609889,169820501701912953,10
583928,3799020889819525903,169820501701912953,0
583929,3096856835931785645,169820501701912953,171
583930,5981889584845868806,169820501701912953,50
583931,7515032865615336294,169820501701912953,3
583954,8333573317113639163,1698219539575207037,1380
583994,3390580919447803964,1698254891409783729,10
583995,820444284767314039,1698254891409783729,5
583996,9168695301035938280,1698254891409783729,4
583997,927496098638642256,1698254891409783729,8
583998,9038867523364413718,1698254891409783729,9
583999,2693083205963535241,1698254891409783729,21
584000,1719809836738572840,1698254891409783729,15
584001,3893428084900865607,1698254891409783729,7
584002,1749716231508081904,1698254891409783729,9
584003,7822426401923133372,1698254891409783729,9
584014,7145825290802100437,1698266758243387159,132
584018,8562976804925463125,1698266758243387159,53
584023,5102169654298958071,1698266758243387159,263
584045,9039736185485685156,1698309775198930556,78
584059,5642273543036611591,1698328286416131248,8
584063,5470641584140519016,1698328286416131248,0
584075,7508411646264709647,1698357392352930396,4
584076,2486186225113125075,1698357392352930396,267
584077,7952973710057308244,1698357392352930396,178
584078,8383861908612777066,1698357392352930396,140
584079,6696589764092631036,1698357392352930396,281
584080,4580565749204319749,1698357392352930396,216
584082,532300567314328587,1698357392352930396,126
584087,3609529855351618056,1698360191874413268,119
584088,7351106817048695909,1698360191874413268,9
584091,2675523276507590720,1698360191874413268,119
584092,1844861153416865876,1698360191874413268,55
584107,4263940971224778880,1698370376724286699,159
584160,7928057143779795750,1698454297442048945,3
584161,5874924649208732643,1698454297442048945,3
584162,8885509389470607223,1698454297442048945,3
