,0,1,wc
516563,7505796307940776426,1618674936854567019,598
516569,830565014992358393,1618674936854567019,358
516571,260261629291812913,1618674936854567019,474
516582,2948264457023676697,1618681225657560150,45
516583,1730426525331959728,1618681225657560150,28
516584,409252147479224567,1618681225657560150,131
516585,5510277139624269012,1618681225657560150,73
516586,150233965072964783,1618681225657560150,87
516587,843976404796804328,1618681225657560150,0
516588,7399847763618436935,1618681225657560150,43
516589,4624497045927673035,1618681225657560150,59
516590,8163935906355054947,1618681225657560150,24
516591,4714579003408588351,1618681225657560150,55
516592,3847138288298850040,1618688040412569050,22
516593,8407798765963959347,1618688040412569050,0
516594,1481576591648762734,1618688040412569050,0
516595,639259448704192545,1618688040412569050,18
516596,369869537375961167,1618688040412569050,1003
516597,6951761322333665147,1618688040412569050,319
516600,7640727574352068223,1618688040412569050,17
516602,9136754227550823654,1618692038711325446,54
516603,9099238449177560996,1618692038711325446,86
516604,5215360430481624800,1618692038711325446,150
516609,7299272975524603727,1618692038711325446,156
516610,662654567305550006,1618692038711325446,100
516611,6184765600576274466,1618698879158760087,18
516615,8321311027591387483,1618698879158760087,230
516616,2071176629879902474,1618698879158760087,14
516617,1462008969443843542,1618698879158760087,19
516631,3708732374356620760,1618728777566836761,271
516635,7804566981031212962,1618728777566836761,26
516651,617871043946421831,1618735663185334559,92
516655,6162996149308142836,1618735663185334559,907
516667,8119328760537670260,1618752194798610521,25
516669,69739762807652831,1618753230194806609,0
516671,1180653267015324494,1618753230194806609,49
516672,6765463213860227161,1618753230194806609,156
516674,9160840527906431501,1618753230194806609,117
516677,8853727861272671055,1618753230194806609,152
516682,4922292181113994038,1618761537278964220,69
516685,1406396607616669884,1618761537278964220,180
516699,2172467054242194238,161880035064932864,55
516702,7212914588229016208,161880035064932864,84
516723,7286570153813477742,161882468064674839,88
516726,690668194545566168,161882468064674839,237
516729,3054942229558285848,161882468064674839,163
516730,1298436781052000801,161882468064674839,105
516732,25428986884112994,1618838321007271602,1062
516733,1151681245525490055,1618838321007271602,160
516735,507689480497047922,1618838321007271602,661
516745,67135372645903208,1618844937147127195,6
516764,1928371170347272062,1618846998311515278,23
516767,7297886634053882899,1618846998311515278,0
516770,882288694962549345,1618846998311515278,0
516787,3575236944645303605,1618874284056951617,6
516799,8466189804002419662,1618887058964172871,63
516802,3615187021137370978,1618887058964172871,72
516807,4652101148383172061,1618897724749576027,120
516809,8736434853753860703,1618897724749576027,469
516823,7149122451805724786,1618907051493667419,324
516830,7628227184802328945,1618907051493667419,568
516831,9151526840039061818,1618907051493667419,2
516835,482764626983051546,16189246903377277,760
516840,1583157837978645754,16189246903377277,508
516842,3863953155652440460,16189246903377277,27
516844,7458683738843905893,1618940320969530502,42
516862,3651608544228662007,1618945649719956051,280
516866,2869876503259455274,1618961217264301312,280
516869,3956826801352514697,1618961217264301312,127
516871,4121439139584896282,1618961217264301312,108
516874,2973062689175080589,1618961369225277221,280
516877,8914324501647378849,1618961369225277221,173
516886,3391442230713757214,1618973179222522002,1678
516892,9054351358559635157,1618973179222522002,468
516923,2422128264290958309,1618994422620200939,0
516924,1708973717076343251,1618994422620200939,0
516925,6734787385348781858,1618994422620200939,3
516927,489603693098386861,1618994422620200939,0
516928,4215375388469492533,1618994422620200939,0
516937,5760081412678089376,1619000111585932018,87
516976,5175877944074981881,1619097019966300749,181
516978,7464841720510339960,1619097019966300749,6
516980,326903757191887065,1619134881295185947,67
516981,7527437987449018299,1619134881295185947,187
516983,1978116948946553627,1619134881295185947,176
516985,7861930856045231219,1619134881295185947,168
516986,2882496557057289296,1619134881295185947,351
516987,6185921640192594545,1619134881295185947,82
516988,598020754697531823,1619134881295185947,73
516990,3797057145369358224,1619135332270347825,859
516991,1484090188749290409,1619135332270347825,680
516992,3093239541011465880,1619135332270347825,147
516995,351702792342838206,1619135332270347825,496
516996,5433571655191512829,1619135332270347825,134
516997,149078343985621241,1619135332270347825,460
516998,2572067923002518362,1619135332270347825,167
517009,8979153231953971872,1619181702236332478,627
517018,4572581941945700464,1619184110383971780,82
517024,8725954070559288464,1619184110383971780,897
517028,2968360620162748783,161920391705634382,1
517029,6634972248460390678,161920391705634382,1
517067,3708289086899732083,1619261339999120689,103
517071,1452854744596236668,1619261339999120689,122
517075,4591594800302718836,161931081876947960,376
517076,119450800830922326,161931081876947960,301
517077,8997286876853286838,161931081876947960,365
517082,3505132270638320347,161931081876947960,363
517106,6341579040466095945,1619327498335091518,92
517108,5339445501920157293,1619327498335091518,38
517109,1406907856860004540,1619327498335091518,66
517110,6320983227142519415,1619327498335091518,206
517111,2749646334638252795,1619327498335091518,595
517114,6866600192393089607,1619329095653003817,652
517115,6799649210158952184,1619329095653003817,821
517116,5853411233071062110,1619329095653003817,289
517117,4851676756507275620,1619329095653003817,1586
517118,5002899652361147490,1619329095653003817,794
517119,2931851524273386139,1619329095653003817,483
517142,5295202472143631920,1619374744397087666,255
517144,3746065100104978592,1619374744397087666,463
517146,9102400800171466705,1619374744397087666,91
517147,4377352853869176880,1619374744397087666,162
517149,50316161809529770,1619374744397087666,410
517150,7286084990953256886,1619382395009325767,363
517151,7725163737325398610,1619382395009325767,363
517152,7503725328070782693,1619382395009325767,479
517153,3533435952326940867,1619382395009325767,314
517154,4046273595695234167,1619382395009325767,285
517155,2145556510565843008,1619382395009325767,177
517156,6691986015905719602,1619382395009325767,320
517157,8643504696780626923,1619382395009325767,394
517158,1301173232862312883,1619382395009325767,404
517167,1735619117098916819,161939336302581988,457
517172,3110496571547869621,1619416625047225271,0
517174,5621043069644205310,1619416625047225271,22
517197,1779208984352622906,1619447289434861697,493
517231,5303738642556269312,16195282,31
517257,9074936159432497820,161958981295448307,299
517279,5673047477193297196,161966029295908091,424
517280,7992282968672374536,161966029295908091,147
517288,6128472810187469309,1619661610954962512,165
517292,156492532794636909,1619661610954962512,8
517294,645644237078358074,1619662574163609997,580
517295,6384403831741113227,1619662574163609997,242
517296,2143527664751512277,1619662574163609997,185
517297,3321111695153777741,1619662574163609997,234
517298,5697725459081988161,1619662574163609997,367
517299,61026634535261308,1619662574163609997,175
517302,442282994761813096,1619662574163609997,127
517303,2008428592792028697,1619662574163609997,460
517305,5191886759300908881,1619695003539263656,0
517307,4455875856587683897,1619695003539263656,280
517309,6005078350618783552,1619695003539263656,864
517310,716240613441000037,1619695003539263656,0
517313,2866826273333633441,1619695003539263656,505
517317,2987460580096449275,1619702796478887873,462
517324,2140040336421094781,1619743413238012738,177
517326,5409558218671624423,1619743413238012738,95
517330,7979153223099810665,1619743413238012738,135
517332,8109317429633237597,1619746803785068142,217
517345,6592853098787524395,1619749711093794210,1276
517346,1977568848849218358,1619749711093794210,108
517351,8651318876458421297,161977051548654325,22
517357,2497756760237365726,1619777072947293001,1421
517358,1793490130457292084,1619777072947293001,329
517363,1690244324526588167,1619777072947293001,478
517364,7957941439910853536,1619777072947293001,900
517370,4188950735689859684,161977976165383548,12
517389,4085848578339922870,1619807086159894820,446
517390,866015506672297191,1619807086159894820,21
517410,3658348531422477010,161991371249680401,748
517424,2120122909390951368,1619939184343862022,100
517430,8258630661863323194,1619939184343862022,82
517433,4989947511780645453,1619939184343862022,77
517465,8548188046282385497,1619957582948960218,27
517467,3878819796539714493,1619957582948960218,22
517469,3550665091574912794,1619957582948960218,52
517470,4413968412786333825,1619957582948960218,78
517473,8174874601220344650,1619957582948960218,71
517474,6097007662521203760,16199613744310636,39
517475,6237716983579092459,16199613744310636,52
517477,5603788765551950371,16199613744310636,20
517478,1761773886644244395,16199613744310636,61
517479,7243467385527450684,16199613744310636,0
517483,50145580401837495,16199613744310636,868
517485,3059581876128785764,1619965510492796965,186
517486,6012585974418250462,1619965510492796965,269
517490,4147951530842260880,1619965510492796965,226
517491,7590770351181919894,1619965510492796965,317
517492,1387187057142325085,1619965510492796965,555
517493,2083672979480428699,1619965510492796965,248
517504,1419683192170099929,1619988071310298915,0
517505,231385920059343765,1619988071310298915,0
517507,7956831507127078145,1619988071310298915,0
517509,1565766808131527694,1619988071310298915,43
517510,1216944893876395631,1619988071310298915,30
517515,8436608369589929113,1620015642904967287,0
517517,1878925687878732615,1620015642904967287,0
517523,3314833520466884162,1620034837806517395,355
517525,6631512127024579430,1620034837806517395,212
517526,2385416046605656504,1620034837806517395,449
517528,3542059770203966252,1620034837806517395,381
517530,2212751546090980366,1620034837806517395,948
517531,3237172240251207002,1620034837806517395,0
517543,3891446414377073734,1620060381692210038,51
517544,3784340553442129539,1620060381692210038,60
517548,2319573426228573214,1620060381692210038,63
517550,6052065093064777943,1620060381692210038,85
517569,8607374941456870155,1620083765579702580,379
517571,8544099410544166522,1620083765579702580,262
517573,1365876604666952461,1620083765579702580,325
517574,2200947410700540607,1620083765579702580,115
517586,378322375566730800,162010832692237419,1104
517589,9114668698703205134,162010832692237419,453
517590,7175238317602611412,162010832692237419,985
517597,2462203785580147121,1620111517104285048,19
517601,4511160910427435789,1620111517104285048,32
517618,3467563587863637359,1620120191594321204,70
517621,4576287000101083827,1620120191594321204,143
517624,7476850434369906890,1620120191594321204,130
517632,3016527469494507900,162013926506021748,402
517655,8795174193473597786,1620154100355753534,0
517658,1060253458289011381,1620154100355753534,6
517693,2995524719705990838,1620250502754714339,1
517705,8751177957095840311,1620260508912256822,0
517737,1447616943407512820,1620276326386413185,124
517745,2642681152156623105,1620276326386413185,96
517748,1552739671467199624,1620281820953254115,19
517749,2419063673818379054,1620281820953254115,14
517751,6256317689057720310,1620281820953254115,519
517753,6374574071134231989,1620281820953254115,15
517755,3932033433672356800,1620281820953254115,31
517757,6166672844362299858,1620290296577372626,19
517758,7540533992575971521,1620290296577372626,103
517759,9101009296687378528,1620290296577372626,127
517760,2043870481247682873,1620290296577372626,267
517761,6880450900301129367,1620290296577372626,122
517762,4121642958906835491,1620290296577372626,85
517763,7402419233256996222,1620290296577372626,117
517764,4165827043058328296,1620290296577372626,294
517765,5292135907854228909,1620290296577372626,128
517766,4255379936864082002,1620290296577372626,182
517810,7706313275444375363,1620342624970062762,22
517811,8283368970777877545,1620342624970062762,18
517813,2185039926369935596,1620342624970062762,2219
517816,7607255607643594800,1620342624970062762,104
517832,7665703921840871991,1620403202661146462,0
517833,4953893403493487878,1620403202661146462,0
517837,7028902153960720776,1620403202661146462,0
517856,4909526614938602167,1620430205857526797,39
517857,3912509781591435730,1620430205857526797,407
517859,4116732280248223845,1620430205857526797,313
517867,6121288302788393631,162046591456334014,432
517869,947484772348507155,162046591456334014,406
517873,5477692178536822525,1620472990021453623,161
517874,2693471577508851111,1620472990021453623,47
517875,4825988290433150192,1620472990021453623,137
517876,5676247107822708233,1620472990021453623,619
517877,2100504931180407412,1620472990021453623,129
517878,784177862733650225,1620472990021453623,268
517879,1597975950448271547,1620472990021453623,56
517880,5545723523483436722,1620472990021453623,135
517881,2576323312412628508,1620472990021453623,170
517882,4075818727720293763,1620472990021453623,399
517924,8187756142102858168,1620534532796142819,134
517928,8320164445487300555,1620534532796142819,418
517929,7669140236096206483,1620534532796142819,138
517933,6157646233601516571,1620535311068938917,76
517940,2927548720875086208,1620535311068938917,182
517955,6425440256985163949,1620580456693838528,23
517960,3765422718058127433,1620580456693838528,83
517961,2557756293126088171,1620580456693838528,296
517982,8268209926518192694,1620623803378151677,169
517985,5378264137920691615,1620623803378151677,1135
517988,4795942349477575701,1620623803378151677,1395
517995,7479290804808687449,1620641626552106044,720
517996,8025139350214532947,1620641626552106044,231
517999,2711144302797101510,1620641626552106044,966
518000,6652344387462433821,1620641626552106044,548
518012,4054070808998465132,1620698550476171844,54
518019,8398608646103672521,1620698550476171844,426
518022,522123600466822943,1620703094796110511,348
518023,7708378076431205694,1620703094796110511,442
518024,2566849574951838505,1620703094796110511,669
518029,3123395344962713726,1620703094796110511,1693
518030,1619060031993091315,1620703094796110511,194
518031,8862911159793955592,1620752722490696422,2
518032,1771587779225746883,1620752722490696422,2
518033,3093964901619511269,1620752722490696422,2
518034,167062140027148737,1620752722490696422,2
518035,4140679724162218987,1620752722490696422,2
518036,5132627390357063498,1620752722490696422,2
518037,3419501124804842809,1620752722490696422,3
518038,2806293211679203080,1620752722490696422,151
518039,841311759428719116,1620752722490696422,2
518040,2852140227655832930,1620752722490696422,164
518044,2757503544598277780,1620770882810287207,1435
518050,2856630045163339117,1620770882810287207,1841
518051,1499144984020722838,1620771691826091711,40
518052,5995674498792441819,1620771691826091711,4044
518059,4331502917478703141,1620771691826091711,45
518060,6995731576141987971,1620771691826091711,7
518063,5988829114518093281,1620777260455732059,42
518065,8205456992051651095,1620777260455732059,96
518072,2053041574624876459,1620780169793854512,1484
518073,639637412551808586,1620780169793854512,1365
518074,3067634115951732311,1620780169793854512,2345
518075,6104409296149772142,1620780169793854512,321
518076,6736756910809074802,1620780169793854512,826
518082,4650406743783750483,1620791895753345864,124
518093,1025458658685794126,1620808223571855411,0
518094,5756792328486819383,1620808223571855411,0
518096,744317895991615844,1620808223571855411,17
518106,4378157446276933842,1620876292705991956,19
518120,8981656362843352085,1620887796129518880,451
518130,6843700547868625487,1620891189731249866,268
518132,7476996593695724552,1620891189731249866,32
518133,1281470924643759474,1620891189731249866,224
518157,6904533996251028945,1620946340336299029,826
518159,794967673974102646,1620946340336299029,60
518163,7103994291696704668,1620946340336299029,53
518164,2690358795930625624,1620946340336299029,45
518165,3505708238552371865,162094738969587799,545
518169,7154374546517142578,162094738969587799,316
518170,4525559604503913696,162094738969587799,200
518171,8123757963495915972,162094738969587799,41
518174,2237378664600648593,162094738969587799,273
518175,3027611269209828490,1620974320464520792,461
518176,614626920847986370,1620974320464520792,402
518177,4911320039733915067,1620974320464520792,622
518178,1091741582184335116,1620974320464520792,417
518179,8566150768545676953,1620974320464520792,295
518180,4725048126053495719,1620974320464520792,346
518182,7892865339808458013,1620974320464520792,372
518192,4722710827227892081,1620983683111242903,77
518232,9170211680584467091,1621015675937803571,13
518238,7948932559493372242,162101591393918569,32
518242,5732234524867436871,162101591393918569,30
518243,1413546221861667143,162101591393918569,59
518244,7196856390153518907,162101591393918569,50
518246,8143217492875546690,1621022862520118106,65
518247,3913809215838656088,1621022862520118106,1348
518249,7822260967326346927,1621022862520118106,174
518250,8421297196568330556,1621022862520118106,113
518259,3592565983624109168,1621029071574615168,579
518261,7867771427771723154,1621029071574615168,860
518264,5001989346178457236,1621029071574615168,1074
518266,6382450869365358521,1621033425644057799,18
518275,5312498556600477403,1621043769228042100,275
518276,2950648356267408209,1621043769228042100,922
518277,4838605985195929865,1621043769228042100,182
518278,7673787669623099649,1621043769228042100,374
518279,5463751055745238992,1621043769228042100,162
518280,8264869882668343125,1621043769228042100,62
518281,255685648854145850,1621043769228042100,45
518282,3097669818363950570,1621043769228042100,610
518283,5504278759639741610,1621043769228042100,183
518284,5003846568035185862,1621043769228042100,246
518285,5155418585317771508,1621046340907903859,12
518286,343376333329077461,1621046340907903859,0
518289,6756969800774247516,1621046340907903859,0
518291,3688780240866122067,1621046340907903859,0
518293,4234575103409194349,1621046340907903859,31
518303,7532004418929896062,1621056239419144657,209
518305,3862697140322528197,1621060809517815412,89
518306,2348199067778587796,1621060809517815412,110
518309,7976257186511120268,1621060809517815412,37
518310,8780307229859614558,1621060809517815412,326
518313,2010205785205665381,1621060809517815412,52
518318,1825812506144793617,1621064204238257460,268
518328,6227939965744376331,1621064239412373799,917
518329,5369149020545145032,1621064239412373799,823
518332,4078170779094823994,1621064239412373799,18
518333,5550823616450443020,1621064239412373799,450
518336,5159558027119780932,1621084103659388373,126
518341,65494678900909365,1621084103659388373,41
518344,5623065172859248854,1621084103659388373,136
518345,2250592697525985847,1621100124512566979,2877
518348,7091362443150503261,1621100124512566979,15
518361,333738400557834449,1621107319525823688,45
518373,5948139133467287765,1621115441107963421,1524
518379,4495232929812516983,162112172148099841,0
518380,1480242226749248079,162112172148099841,0
518381,5539645289391152055,162112172148099841,0
518382,5323203550754273523,162112172148099841,57
518385,6164184132683562342,16211261,411
518392,832863000158289148,1621127240832689227,348
518393,6560258601588008866,1621127240832689227,709
518394,875406747188431185,1621127240832689227,314
518396,7773706224921131042,1621127240832689227,575
518397,2723966039252558153,1621127240832689227,681
518398,6329360753415377124,1621127240832689227,459
518400,2350095726387330033,1621127240832689227,546
518401,550575685913968214,1621127240832689227,626
518402,2575483056685041926,1621144330035686265,373
518407,2830873385618844045,1621144330035686265,516
518423,4525596132258491521,1621145453624246351,0
518434,8364380480583232561,162115451338765889,66
518442,6697761931130042358,1621177805815740857,0
518443,2698651336788308639,1621177805815740857,100
518444,8598832964610051777,1621177805815740857,243
518445,2963798725234436773,1621177805815740857,7
518448,7798231647701953260,1621177805815740857,61
518450,1540869074072818288,1621177805815740857,210
518459,5421247151480665930,162117845516571057,70
518468,6477799300440875074,1621226421826299806,199
518470,2385034631270155793,1621226421826299806,299
518481,6003170067552134234,1621229666071236298,107
518483,1312792600006349812,1621229666071236298,218
518490,5550162149127274298,1621242722383146912,185
518491,816169746684776416,1621242722383146912,192
518492,2153429156794110181,1621242722383146912,11
518494,9029029522542030439,1621242722383146912,338
518495,4080199582989281893,1621242722383146912,402
518497,7332351402987343820,1621242722383146912,389
518499,8229361011823124627,1621245984997551037,58
518501,1746721351649372314,1621245984997551037,380
518504,4833131455005871767,1621245984997551037,448
518505,3977479312516422991,1621245984997551037,23
518506,5176136584426453978,1621245984997551037,477
518511,9005421548999798159,1621246203202565662,354
518521,1265942904007205343,1621247433952783380,487
518523,7187739668123097713,1621247433952783380,269
518530,6171208968919568635,1621303777459404755,343
518532,7282592193117312589,1621303777459404755,241
518535,7996412302524356391,1621303777459404755,373
518536,8766156424864734179,1621303777459404755,257
518547,1584441463671759719,1621309304655848160,23
518556,6268255021186675075,1621309304655848160,64
518572,1363673725518861761,1621315537409340117,170
518602,5067424554687097223,1621359854236538233,132
518603,2811601898805867650,1621359854236538233,215
518612,5639460004985561065,162139139954273695,19
518618,8909748502884629017,162139139954273695,14
518619,1403458888777305120,1621400748251528446,20
518621,5077548620850827269,1621400748251528446,151
518626,634208365863217483,1621400748251528446,97
518630,6499815249705950083,1621427435371385110,79
518631,9153009437191033610,1621427435371385110,126
518641,6000701086875393211,1621434219390972490,0
518644,8342153384836986447,1621447249466469212,59
518645,792050003835728833,1621447249466469212,19
518646,7470287106230285897,1621447249466469212,51
518647,4067262544848228450,1621447249466469212,45
518648,34041422997638474,1621447249466469212,52
518649,6720167217233542993,1621447249466469212,257
518650,5553133532291890619,1621447249466469212,198
518651,8493367458996251717,1621447249466469212,32
518652,1991822650357455362,1621447249466469212,195
518653,2656091193055393942,1621447249466469212,25
518654,5473815440166448882,1621455448476314974,0
518655,2577936848277121484,1621455448476314974,0
518656,6176009409492884717,1621455448476314974,0
518657,2127193839886015563,1621455448476314974,0
518658,8060705346278808760,1621455448476314974,0
518659,7328073942497747644,1621455448476314974,0
518660,8878359087224162528,1621455448476314974,0
518661,574522099191835510,1621455448476314974,0
518662,1266516598999277007,1621455448476314974,0
518663,2440868647683403896,1621455448476314974,0
518686,7820065503569419960,1621504593791268977,347
518687,7661419543673896902,1621504593791268977,145
518691,5418007628449949730,1621504593791268977,100
518692,396275690759542768,1621504593791268977,164
518704,31163080867549309,1621531712922166652,21
518705,6736897999297171611,1621531712922166652,25
518706,4613230272809668491,1621531712922166652,23
518707,6855805220643668685,1621531712922166652,19
518709,916541400106631479,1621531712922166652,22
518710,3761204493462391972,1621531712922166652,21
518711,7679562244421137194,1621531712922166652,25
518712,6251306857238263621,1621531712922166652,27
518713,7679132697445554316,1621548783745815180,29
518716,5730812724396635050,1621548783745815180,21
518717,6562295173554474116,1621548783745815180,20
518719,5375376629147758185,1621548783745815180,81
518725,7868516274686248181,1621561086220734881,513
518726,574862969617364816,1621561086220734881,290
518729,8378032649702730409,16215679,40
518731,2393366834091775272,16215679,50
518732,6952757082036376055,16215679,75
518734,4119076420633509897,16215679,56
518735,3463489818367053893,16215679,85
518742,7827015817238432300,16215698396572114,113
518752,3468748162811518211,1621570100523979671,86
518776,5429296220044778592,1621612229959346373,623
518784,3171943797622132286,1621614356991719433,325
518785,7814423121105674570,1621614356991719433,82
518787,6181649427087936314,1621614356991719433,294
518790,8360001280063829196,1621614356991719433,421
518812,939762747250109494,1621643451032666554,99
518813,1202386316773096519,1621643451032666554,303
518814,7408123680890659177,1621643451032666554,272
518815,4316904169349882538,1621643451032666554,23
518821,2271865142053736665,1621643451032666554,525
518822,5333068913127943817,1621648464003887387,159
518826,7139164904601542358,1621648464003887387,673
518828,7787221284683020009,1621648464003887387,267
518835,2808616829614508449,1621649673108729628,70
518839,7030657591409731252,1621649673108729628,33
518858,155349922190743694,1621681976512043801,23
518859,8830862594997796261,1621681976512043801,33
518860,5130047625531368198,1621681976512043801,23
518867,8381023534127370672,1621690179900347370,0
518868,2128249365651436397,1621690179900347370,39
518872,2862352991885623625,1621720446594731488,11
518874,5905252707304717121,1621720446594731488,9
518878,2456767599101051718,1621720446594731488,16
518879,1328945036216019173,1621720446594731488,3
518881,2521140988122971253,1621720446594731488,49
518883,288400358414080137,1621723705889937500,335
518884,633873293565263003,1621723705889937500,123
518885,5634601273371475556,1621723705889937500,287
518915,365430543559164653,1621773381259686474,157
518917,227207351988949677,1621773381259686474,343
518918,1957455005424665335,1621773381259686474,13
518919,3148674787596412748,1621773381259686474,26
518922,6409232451692105017,1621773381259686474,189
518923,1292303438719925787,1621773381259686474,92
518925,9063874490967918104,1621785272440171298,20
518929,2886340469218762707,1621785272440171298,5
518932,3249708880645025349,1621785272440171298,3
518934,3658428814585018802,1621785272440171298,46
518935,101575186091792958,1621790740942796456,0
518939,5037875294452835893,1621790740942796456,0
518940,358489041637414054,1621790740942796456,0
518964,5121255914372268158,1621812554965105279,242
518966,1757284657745564158,1621812554965105279,270
518977,7494111803161571640,1621815352555610041,216
518980,4231063740552851004,1621815352555610041,207
518982,8302078752442143337,16218243,798
518983,5951611149953835142,16218243,378
518985,7607244733974913204,16218243,656
518987,7523022457234521060,16218243,725
518989,6024520753221237254,16218243,405
519014,1437357983853615891,162186414462989545,269
519015,5021379831251059359,162186414462989545,528
519016,1997123372389434150,162186414462989545,333
519020,2173490353004434561,162186414462989545,321
519021,6663191432990477214,162186414462989545,331
519028,4894090696378191156,1621870787073696032,274
519032,2140980494652309200,1621872151504236080,238
519048,8201902569764883570,1621902043831156351,145
519049,6698127209389131383,1621902043831156351,97
519053,969837383491209677,1621902043831156351,97
519054,3485241499486589831,1621902043831156351,160
519055,640619371230046226,1621902043831156351,11
519062,1839890482914760895,1621909613169492408,217
519063,7608685584165703585,1621909613169492408,369
519064,1047230941046966129,1621909613169492408,214
519066,8643013649670877696,1621909613169492408,414
519087,39109387688285436,1621955373047426684,233
519088,5163905104121322736,1621955373047426684,91
519089,933327433733736174,1621955373047426684,289
519090,1228681622121825637,1621955373047426684,134
519091,1273267842575318685,1621955373047426684,43
519093,5194739383196328167,1621955373047426684,250
519094,4713126233221849934,1621955373047426684,268
519095,4106982843940331027,1621955373047426684,80
519096,2999580906588224856,1621955373047426684,113
519097,6968659467769393920,1621965221278830987,6
519102,2449741852337914513,1621965221278830987,32
519108,972794622372163558,1621985130462396601,60
519110,409777208969881251,1621985130462396601,78
519118,5745800130426225839,1622003959923688998,45
519120,3967027590403803545,1622003959923688998,40
519123,9007032444954254718,1622003959923688998,60
519136,8027482313865643222,1622031418370899766,268
519141,3528191306353538675,1622031418370899766,209
519143,3512964223469383962,1622031418370899766,144
519146,3208316245836409780,1622038387282508629,0
519149,6308736328973534647,1622038387282508629,84
519153,7210722954293752872,1622038387282508629,631
519162,6080622797597790324,1622064434845655340,1832
519164,6466995649092029224,1622064434845655340,35
519165,3690367844657291743,1622064434845655340,1372
519166,5861456180922006033,1622064434845655340,1618
519168,8009564984193587711,1622064434845655340,304
519174,5859989953540689555,1622077269721753518,53
519192,5103816974000615219,1622108288116109741,81
519193,5954075909550878384,1622108288116109741,40
519195,719789956677704030,1622108288116109741,9
519196,6846232919571772878,1622108288116109741,120
519198,4345543601792546096,1622108288116109741,4
519199,2377282019296703177,1622108288116109741,3
519200,1291962148858490164,1622108288116109741,43
519211,1483733745050735403,1622113401843070618,1008
519223,779497541112638400,1622121559735536986,78
519225,5145980852043062174,1622121559735536986,111
519229,1066233518025190972,1622121559735536986,167
519230,3760889763020504098,1622121559735536986,9
519246,2183493485168961949,1622189125066883266,0
519248,6151578048336815628,1622189125066883266,4
519249,2696459054883938567,1622189125066883266,0
519254,7202607938430211065,1622190921736342944,35
519273,1357076132795689267,1622203898075357756,909
519275,4387750335680708390,1622203898075357756,161
519276,1993757147859217718,1622203898075357756,208
519280,6437395481187017948,1622203898075357756,208
519284,1398183090989667910,1622205886359510475,25
519285,8258859548907974093,1622205886359510475,8
519286,9115484264686521213,1622205886359510475,8
519290,6053612868012411146,1622205886359510475,237
519301,3812456317342805394,1622218871451901541,1373
519306,9031309671692488797,1622218871451901541,593
519308,1302431357990370514,1622218871451901541,713
519333,6067098847547471092,1622242443567634576,38
519337,606512357132105729,1622242443567634576,22
519339,735218879672439693,1622242443567634576,69
519342,4366079031794611536,1622256968598467910,239
519344,7097735752571327620,1622256968598467910,178
519347,2559670300135993542,1622256968598467910,573
519352,7759321149824925155,1622263489439168982,5393
519354,666215383598056758,1622263489439168982,0
519356,5013228545887024791,1622263489439168982,583
519357,3511841530742873979,1622263489439168982,5624
519358,2476092620137009396,1622263489439168982,2091
519371,3805626584420661238,1622278059926841960,6
519372,4709766751086249599,1622278059926841960,5
519373,570130116891733087,1622278059926841960,4
519374,1767480135844851923,1622278059926841960,6
519375,3904506745897688660,1622278059926841960,3
519376,3568909657232905872,1622278059926841960,6
519377,4257684867941714653,1622278059926841960,2
519378,8869664992714098075,1622278059926841960,2
519379,5355676254864940121,1622278059926841960,11
519380,8394251916951046698,1622278059926841960,5
519381,2210866794531308234,1622279102746998761,0
519428,2198488103552796474,1622297493526950411,6885
519432,7542298272621813087,1622297493526950411,29821
519435,2844098036633429592,1622298879205157344,770
519459,8629421066908960979,1622307232445643424,61
519460,4738649496315873468,1622307232445643424,61
519467,4165022124952168903,1622307232445643424,63
519468,4468383896473150231,1622308953563218171,158
519469,172184878569290930,1622308953563218171,556
519470,5443424128743222190,1622308953563218171,264
519471,3856581446882007196,1622308953563218171,82
519473,8875692033000100787,1622308953563218171,68
519474,3412273052517562133,1622308953563218171,72
519475,5721451145772899935,1622308953563218171,92
519476,7368792469932072882,1622308953563218171,29
519499,5930496859461105765,1622347227350834391,1806
519500,9019561025615123282,1622347227350834391,117
519502,3037718586950813505,1622347227350834391,361
519514,6227133246929031728,1622378427779373888,67
519516,7963404275352268850,1622378427779373888,5686
519517,7179317081715659660,1622378427779373888,1994
519518,1004217132811548822,1622378427779373888,54
519519,1718358568697205238,1622378427779373888,29
519520,4200784650860601152,1622378427779373888,0
519522,2563875132651905664,1622378427779373888,24
519523,8475756921177844621,1622378427779373888,19
519537,1165321225855574157,1622404779022326618,56
519544,5951121020582566284,1622430350104243740,67
519546,2628545501018545599,1622430350104243740,289
519547,3966064508583186504,1622430350104243740,69
519548,1573280865655920397,1622430350104243740,425
519551,8120653853867136886,1622430350104243740,48
519552,8637443967080633260,1622430350104243740,30
519553,6849540777345924761,1622430350104243740,71
519566,8316800392367091487,1622454829355715521,448
519573,3051803894601226599,1622454829355715521,659
519586,5948486625168024326,1622469736514460136,199
519589,928830355365810713,1622469736514460136,12
519593,3351425834211541760,1622469736514460136,7
519595,7736441932783586831,1622472562253458230,646
519604,312107618842355304,1622476464908571100,9
519605,6317596210740792321,1622476464908571100,199
519609,1011580766577486191,1622476464908571100,364
519610,8854041354131446755,1622476464908571100,247
519629,4320498326062476420,1622503037733618291,116
519650,6389077365035104346,1622521770031339618,14
